% Model,515Project.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 27 2024, 18:44"
% Dimension,3
% Nodes,45447
% Expressions,1
% Description,Multislice
% x,y,z,Electric field norm
1.1062295663003083E-9,-0.012716754466980446,0.00312238739436886,60.9793143420574
1.1062295663036965E-9,-0.012716754466980446,0.0030746015844173675,60.794152346903616
1.1062295663036965E-9,-0.012759658196664712,0.0031095258217760675,60.79487081275167
1.1062295663104727E-9,-0.013432038942819087,0.0029114321366155967,58.005734505331894
1.1062295663104727E-9,-0.013432038942819087,0.0028156900715965104,57.84403605731039
1.106229566317249E-9,-0.013517916493671282,0.0028856596063844523,57.63781294709047
1.1062295663104727E-9,-0.014145843954549809,0.00270046741881853,55.04847013783814
1.1062295663104727E-9,-0.014145843954549809,0.0025565960699938032,54.88593444111676
1.1062295663104727E-9,-0.014274766812220249,0.0026617338113573553,54.49844235635821
1.1062295663036965E-9,-0.012716754466980446,0.0022890540610355265,60.811244796501306
1.1062295663003083E-9,-0.012716754466980446,0.0022412682510840345,60.812135581591775
1.1062295663036965E-9,-0.012759658196664712,0.002276192488442735,60.628184311829315
1.1062295663104727E-9,-0.013432038942819089,0.002078098803282264,57.860502934502115
1.1062295663104727E-9,-0.013432038942819089,0.001982356738263178,57.86232406300357
1.1062295663104727E-9,-0.013517916493671284,0.00205232627305112,57.49215384189735
1.1062295663003083E-9,-0.012716754466980446,0.0014557207277021938,60.8292928723584
1.1062295663003083E-9,-0.012716754466980446,0.0014079349177507016,60.8301874591522
1.1062295663003083E-9,-0.012759658196664714,0.0014428591551094016,60.646242075649994
1.1062295663036965E-9,-0.012759658196664712,0.002326981909964356,60.62722244851868
1.106229566317249E-9,-0.013517916493671284,0.0021540977940992705,57.49016575303239
1.1062295663036965E-9,-0.012759658196664714,0.001493648576631023,60.64527600015239
1.1062295663062582E-9,-0.011999999975754317,0.0024999994650331857,63.794179719341514
1.1062295663062582E-9,-0.011999999975754317,0.00250000122090381,63.79417959758548
1.1062295663062582E-9,-0.011999999975754315,0.0016666661316998527,63.85734547295638
1.1062295663062582E-9,-0.011999999975754315,0.0016666678875704767,63.85734535106144
1.1062295663062582E-9,-0.011999999975754317,8.333327983665197E-4,63.92057715044341
1.1062295663062582E-9,-0.011999999975754317,8.333345542371436E-4,63.92057702840995
1.1062295663240252E-9,-0.014145843954549809,0.0018671340854851965,55.05243676515644
1.1062295663104727E-9,-0.013432038942819087,0.001244765469948931,57.98761590923004
1.1062295663003083E-9,-0.012716754466980446,6.223873943688608E-4,60.940903914654385
1.1062295663104727E-9,-0.014274766812220247,0.001981349651162258,54.507527235797724
1.1062295663104727E-9,-0.013517916493671282,0.0013207644607659372,57.62292307168948
1.1062295663036965E-9,-0.012759658196664714,6.603152432976902E-4,60.75793976282641
1.1062295663062582E-9,-0.011999999975754315,0.0033333327983665188,64.03030181758761
1.1062295663104727E-9,-0.01485816148072303,0.0024894931896866103,52.31765294040465
1.1062295663062582E-9,-0.011999999975754315,1.2209038108403173E-9,64.12821083218293
1.106229566317249E-9,-0.012467261909322003,0.006557324164575792,62.04794195342307
1.1062295663062582E-9,-0.012000000906759097,0.005833333989801429,64.04501794793012
1.106229566317249E-9,-0.012467261909322003,0.005813794712416954,61.98950496353411
1.1062295663104727E-9,-0.012931253240689881,0.006447734905147292,59.944735190724444
1.1062295663240252E-9,-0.012522024562286892,0.0058115439043161365,61.72576209867562
1.1062295663104727E-9,-0.012931253240689881,0.005794462057420289,59.899209035586956
1.106229566317249E-9,-0.012467261909322003,0.005723990831242458,61.98057427690996
1.1062295663062582E-9,-0.012000000906759095,0.005000000656468096,63.9653209631093
1.1062295663240252E-9,-0.012467261909322002,0.004980461379083621,61.90919347668866
1.1062295663104727E-9,-0.013391949087541533,0.006337896172431847,57.80797522978631
1.1062295663240252E-9,-0.013040682484603827,0.005789973369017532,59.36362140679558
1.1062295663104727E-9,-0.013391949087541533,0.005775337635319488,58.33511519031098
1.1062295663104727E-9,-0.012931253240689881,0.005614401571813959,59.88121062482142
1.1062295663104727E-9,-0.012522024562286892,0.004978210570982803,61.6453606943654
1.1062295663104727E-9,-0.012931253240689881,0.004961128724086957,60.338344644780605
1.1062295663104727E-9,-0.012467261909322003,0.004890657497909126,61.900264338930555
1.1062295663062582E-9,-0.012000000906759097,0.0041666673231347635,63.885638737871076
1.106229566317249E-9,-0.012467261909322003,0.004147128045750288,62.37279038016521
1.1062295663104727E-9,-0.012423378497670008,0.00573471478550158,62.191128235132425
1.1062295662969202E-9,-0.012843612904281964,0.005635922791467852,60.30913139827406
1.106229566317249E-9,-0.012423378497670006,0.004901381452168247,62.110891181579326
1.1062295663104727E-9,-0.012423378497670006,0.006568048118834914,62.25906791976648
1.1062295663062582E-9,-0.011999999972113389,0.005833334028292191,63.95353837113492
1.1062295663104727E-9,-0.012843612904281964,0.006469256124801184,60.37357567764012
1.1062295663062582E-9,-0.011999999972113387,0.005000000694958858,63.89834903025056
1.1062295663375778E-9,-0.013260680907401297,0.006370288842057757,58.46053870632011
1.1062295663062582E-9,-0.011999999972113389,0.004166667361625525,63.84317446222359
1.1062295663062582E-9,-0.011999999972113389,0.005833332500738316,63.95353826830072
1.1062295663062582E-9,-0.011999999972113387,0.004999999167404983,63.89834892744334
1.1062295663062582E-9,-0.011999999972113389,0.004166665834071651,63.84317435944343
1.1062295663375778E-9,-0.013260680907401297,0.005536955508724423,58.93227122227326
1.1062295663104727E-9,-0.012843612904281964,0.004802589458134518,60.741472709099334
1.1062295663104727E-9,-0.012423378497670006,0.0040680481188349145,62.57694993659037
1.1062295663062582E-9,-0.011999999972113387,0.00666666583407165,64.01036616943973
1.1062295663104727E-9,-0.01367456077479641,0.006271145067531538,57.13912442579222
1.1062295663062582E-9,-0.011999999972113387,0.003333334028292192,64.20100755893999
1.1062295663062582E-9,-0.011999999974297005,0.007499998804406965,63.93777997779261
1.1062295663062582E-9,-0.012000001003356811,0.007499998507101246,64.07094979855125
1.1062295663062582E-9,-0.011999999974297005,0.0075000004611117015,63.93777998625849
1.1062295663062582E-9,-0.011999999974297003,0.008333332137740299,63.94202018170383
1.1062295663062582E-9,-0.01200000100335681,0.00833333184043458,64.02529612730935
1.1062295663062582E-9,-0.011999999974297003,0.008333333794445036,63.94202019019639
1.1062295663062582E-9,-0.011999999974297005,0.009166665471073632,63.946273748777486
1.1062295663062582E-9,-0.012000001003356811,0.009166665173767914,63.97965576832665
1.1062295663062582E-9,-0.011999999974297005,0.00916666712777837,63.94627375729672
1.106229566317249E-9,-0.012467516240625897,0.0073693435307055355,61.99946201672012
1.106229566317249E-9,-0.012527806033870981,0.0073518463346356824,61.710493598404035
1.106229566317249E-9,-0.012467516240625897,0.007466703459979071,61.994015886713505
1.106229566317249E-9,-0.012467516240625897,0.008202676864038869,61.95345439742264
1.1062295663240252E-9,-0.012527806033870981,0.008185179667969016,61.66442719726816
1.106229566317249E-9,-0.012467516240625897,0.008300036793312404,61.94800976893405
1.1062295662969202E-9,-0.012932018011292318,0.007238386108513856,59.89566627694802
1.1062295662833677E-9,-0.013052482854114741,0.007203265681632017,59.30993880697024
1.1062295663104727E-9,-0.012932018011292318,0.007433522990309312,59.884666053930694
1.1062295663104727E-9,-0.012420047119365247,0.0074701280307401564,62.22056913370882
1.1062295663104727E-9,-0.012420047119365247,0.00830346136407349,62.174606340045266
1.1062295663104727E-9,-0.012837219325892171,0.007440372817331287,60.344274766901705
1.1062295663104727E-9,-0.012467516240625897,0.006633370126645738,62.03749473464535
1.1062295663104727E-9,-0.012420047119365249,0.006636794697406823,62.26392343630228
1.1062295662969202E-9,-0.012932018011292318,0.006600189656975978,59.929839022107004
1.1062295663104727E-9,-0.012837219325892171,0.006607039483997954,60.38914032899126
1.1062295662833677E-9,-0.013393485799068742,0.006567126472087519,57.7907198416584
1.1062295662833677E-9,-0.013251499177159856,0.006577402223152328,58.48869118713983
1.1062295663104727E-9,-0.012467516240625897,0.009036010197372202,62.02277607522277
1.1062295663104727E-9,-0.012932018011292318,0.00807171944184719,60.036623636167036
1.1062295662833677E-9,-0.013393485799068742,0.0071071245845909774,58.05677461141167
1.1062295663104727E-9,-0.012420047119365249,0.009136794697406823,62.236091951144324
1.1062295663104727E-9,-0.012837219325892171,0.00827370615066462,60.46233412716545
1.1062295663104727E-9,-0.013251499177159856,0.007410735556485661,58.693628595436294
1.1062295663062582E-9,-0.011999999974297003,0.006666667127778369,63.93672493473798
1.1062295663062582E-9,-0.011999999974297003,0.009999998804406966,64.1426318970343
1.1062295663104727E-9,-0.013662869938995922,0.0065478835973028894,57.16947566918052
1.1062295662969202E-9,-0.012442579436311375,0.0065976794883497464,62.16437641970362
1.1062295663240252E-9,-0.012882068920825123,0.006528654265554254,60.18954478286764
1.1062295662833677E-9,-0.013318447353073748,0.006459590596888843,58.185163725423365
1.1062295663036965E-9,-0.012760164496382015,6.236911468860813E-4,60.8532082729491
1.1062295663036965E-9,-0.013519670739027944,0.0012473799797132947,57.739030838442055
1.1062295663104727E-9,-0.014278516926872431,0.0018710664468013843,54.674570502572166
1.1062295663036965E-9,-0.012760615917108344,5.910368205289596E-4,60.94698207024665
1.1062295663104727E-9,-0.013521231849442598,0.001182074817462011,57.73913007845542
1.1062295663104727E-9,-0.014281847781776855,0.0017731128143950628,54.55633573956632
1.1062295663003083E-9,-0.012804323657646945,6.250000000000051E-4,60.76240335757706
1.1062295663036965E-9,-0.013608645816587196,0.0012500000000000102,57.372691725825035
1.1062295663104727E-9,-0.01441296797552745,0.0018750000000000153,54.01080826773647
1.1062295663062582E-9,-0.012000001498706694,0,64.19491279260166
1.1062295663104727E-9,-0.01504246371411111,0.0023641508113281143,51.33275915743712
1.1062295663062582E-9,-0.011999999956202594,0,64.25766021371625
1.1062295663036965E-9,-0.012760451544648804,0.003137160893909737,60.83720579863362
1.106229566317249E-9,-0.013520903110216989,0.00294098803326158,57.666021490325406
1.1062295663104727E-9,-0.01428135467578518,0.0027448151726134243,54.51923662242703
1.1062295663036965E-9,-0.012786734399008171,0.003130380734647623,60.726971070197195
1.106229566317249E-9,-0.013573467908559905,0.0029274279495860103,57.44694747264734
1.1062295663240252E-9,-0.01436020141811164,0.002724475164524398,54.192782863035404
1.1062295663062582E-9,-0.012000000889456436,0.0033333335197092352,64.63690868093593
1.1062295662969202E-9,-0.01504180624135337,0.002548642311965268,51.51735060897172
1.1062295663104727E-9,-0.012488396578609508,0.004065781379549916,62.302333193604625
1.1062295663104727E-9,-0.012480399546379384,0.0040965617008583794,62.861083169153616
1.1062295663240252E-9,-0.012976792852446968,0.004798230116242785,60.18442749075343
1.1062295663104727E-9,-0.012959588415473513,0.004859771678052052,60.74501556044237
1.1062295663104727E-9,-0.01346518912628443,0.005530678852935655,58.113424021549754
1.1062295663104727E-9,-0.013437563312783923,0.005622963046245861,58.72274931075866
1.106229566317249E-9,-0.012522683288683206,0.0041172012179559545,62.15344457125095
1.1062295663104727E-9,-0.013045365687909975,0.004901068916202673,59.89277233341011
1.1062295663104727E-9,-0.013568048087136741,0.005684936614449393,57.6847980676974
1.1062295662833677E-9,-0.013953585400121891,0.006263127589628524,55.67052132711472
1.1062295663062582E-9,-0.012000001468541095,0.009999999999999997,64.22813354233465
1.106229566306258E-9,-0.011999999956202594,0.009999999999999998,64.3258745323422
1.1062295663240252E-9,-0.01250077852026508,0.009195964336194002,62.056842511484504
1.1062295663104727E-9,-0.013001556524611348,0.008391927142880447,59.92746408281994
1.1062295663104727E-9,-0.013502334528957612,0.007587889949566893,57.82098373024718
1.1062295663036965E-9,-0.012556641622618785,0.009106271874391706,61.81903051124027
1.1062295663104727E-9,-0.013113281776696475,0.00821254374878341,59.45671768877448
1.1062295663104727E-9,-0.013669921930774162,0.007318815623175115,57.12221084041861
1.1062295662833677E-9,-0.014003112533303878,0.006783852756253337,54.99111031543547
1.1062295663036965E-9,0.01255869870416989,0.006721580952311348,69.79900817577744
1.1062295663104727E-9,0.01255869870416989,0.006784955350556873,69.76106819705383
1.1062295663036965E-9,0.01260397925778898,0.006726146171056845,69.5391342196755
1.1062295663104727E-9,0.013115974338688986,0.006776566328323717,66.68806507207864
1.1062295663240252E-9,0.013115974338688987,0.006903480471988416,66.64814040876655
1.1062295663104727E-9,0.013206544004537076,0.006785715725588781,66.16639804863765
1.1062295663104727E-9,0.013671819896283587,0.00683162388555861,63.57088616897178
1.1062295663104727E-9,0.013671819896283587,0.0070222456590060605,63.526535115909596
