% Model,515Project.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 27 2024, 18:44"
% Dimension,3
% Nodes,6986
% Expressions,1
% Description,Volume
% x,y,z,Electric potential
-0.01505833478084115,-0.0022342259931245395,0.01,0.9917296989028005
-0.014995902209884695,-6.75622911842512E-4,0.009999999999999998,1.004458646324299
-0.0140388898538941,-0.0014894839954163591,0.009999999999999998,1.0513288133948548
-0.029657613437580645,-0.008061102174031587,0,0.4380082905331702
-0.03154614564534826,-0.010339898215636509,0,0.37774757093074596
-0.02861265312723803,-0.010706299547633401,0,0.4448622110892522
0.05,-0.03811179333846608,0.00670890240173411,0
0.05,-0.03515560649054436,0.006741251150130337,2.7701345372163807E-18
0.05,-0.035689596583738256,0.005079527976799279,0
-0.007841262820318846,-0.023991271945296336,0,0.5910202042858179
-0.010777613484859217,-0.024249798213747925,0,0.5535196041718282
-0.009022943546192451,-0.025968191619860602,0,0.524013642327402
-0.012274879075943388,0.0069574048110737675,0.009999999999999998,1.0667014404445176
-0.011380350982485373,0.008288290953631098,0.009999999999999998,1.0720537643816463
-0.010991541504221372,0.007005413919291734,0.009999999999999998,1.1306487434987864
-0.02961204669632351,-0.012486081924922654,0.009999999999999998,0.40658841921713423
-0.031522460622685204,-0.010240805904723992,0.01,0.37894526466217354
-0.0285797574497898,-0.010561334741903825,0.009999999999999998,0.4468412316786742
0.006279700716726148,-0.004280786535899086,0.01,1.5267811403479512
0.007097578655321907,-0.0040478603551357345,0.01,1.4728483867896505
0.006777780575453787,-0.004516896013721536,0.010000000000000002,1.4738794694303312
-0.009659317626407265,0.0010592767545980308,0.009999999999999998,1.344348148767722
-0.009288580234294536,0.0016337264248874358,0.010000000000000002,1.368885170977615
-0.008909362461798794,0.0012699042024213521,0.009999999999999998,1.4037756079770147
-0.006666666666666666,-0.05,0,0
-0.01,-0.05,0,0
-0.008372457151223704,-0.05,0.0016643639471526795,7.05363082965647E-18
0.008683797120978099,-0.0015440257616719088,0.009999999999999998,1.4216006173335158
0.00839330831353513,-0.002411753748151237,0.009999999999999998,1.4262340063354606
0.008046624626779979,-0.0016175924298699495,0.009999999999999998,1.476053895221333
0.007440320457232112,-0.005733031480964358,0.010000000000000002,1.3639780832666224
0.006935729089424513,-0.006562725694990609,0.009999999999999998,1.3498810138412962
0.00660445914853535,-0.005954657961369196,0.009999999999999998,1.4048490752634306
-0.01526738256042563,-0.015139911776543918,0,0.7205505470945375
