% Model,515Project.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 28 2024, 23:35"
% Dimension,1
% Nodes,61
% Expressions,1
% Description,Line graph
% Arc length (m),Electric potential
0,0.19518589505121206
1.6666666666666663E-4,0.19519244748210932
3.3333333333333327E-4,0.19519751849730327
4.999999999999998E-4,0.19520110809679386
6.666666666666665E-4,0.1952032162805811
8.333333333333331E-4,0.19520384304866506
9.999999999999996E-4,0.19520298840104566
0.0011666666666666661,0.195200652337723
0.001333333333333333,0.19519683485869696
0.0014999999999999996,0.19519153596396757
0.0016666666666666661,0.19518475565353488
0.0018333333333333329,0.19518979234154143
0.0019999999999999996,0.19519365746201894
0.0021666666666666657,0.1951963510149673
0.002333333333333333,0.19519787300038652
0.0024999999999999996,0.19519822341827667
0.002666666666666666,0.19519740226863766
0.002833333333333333,0.19519540955146966
0.0029999999999999996,0.19519224526677248
0.0031666666666666666,0.19518790941454614
0.003333333333333333,0.19518240199479076
0.0035,0.19517866790159716
0.003666666666666666,0.19517594216685819
0.0038333333333333327,0.19517422479057372
0.003999999999999999,0.1951735157727439
0.004166666666666666,0.19517381511336868
0.004333333333333332,0.19517512281244798
0.004499999999999999,0.19517743886998196
0.004666666666666665,0.19518076328597048
0.004833333333333332,0.19518509606041357
0.004999999999999998,0.19519043719331125
0.005166666666666665,0.19518739128808843
0.005333333333333332,0.19518446720902627
0.005499999999999998,0.1951816649561247
0.005666666666666665,0.19517898452938393
0.005833333333333332,0.1951764259288038
0.005999999999999998,0.19517398915438433
0.006166666666666665,0.19517167420612558
0.0063333333333333314,0.19516948108402749
0.006499999999999999,0.19516740978809005
0.006666666666666665,0.19516546031831336
0.006833333333333333,0.19516571754975556
0.006999999999999998,0.19516658292289674
0.007166666666666665,0.19516805643773677
0.007333333333333332,0.19517013809427577
0.007499999999999998,0.1951728278925137
0.0076666666666666645,0.19517612583245048
0.007833333333333331,0.19518003191408628
0.007999999999999998,0.19518454613742098
0.008166666666666666,0.19518966850245453
0.008333333333333331,0.19519539900918706
0.008499999999999999,0.19519830570751115
0.008666666666666665,0.19520040883100376
0.008833333333333332,0.19520170837966466
0.008999999999999998,0.195202204353494
0.009166666666666665,0.19520189675249183
0.009333333333333332,0.19520078557665801
0.009499999999999998,0.1951988708259927
0.009666666666666664,0.19519615250049574
0.009833333333333333,0.19519263060016717
0.009999999999999998,0.19518830512500707
